"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.182736963E0,4.247863591E-2,-1.170573458E-1,-1.921571344E-1
4.192807764E0,4.173855111E-2,-1.153883636E-1,-2.015917897E-1
4.203244775E0,3.999257460E-2,-1.117938384E-1,-1.964326054E-1
4.223081201E0,3.155883029E-2,-1.046939567E-1,-1.724880934E-1
4.233243555E0,3.074003384E-2,-1.002315283E-1,-1.595361382E-1
4.243405908E0,3.090016544E-2,-9.579987079E-2,-1.465791762E-1
4.253598779E0,3.009960428E-2,-9.430920333E-2,-1.297258288E-1
4.263791650E0,3.028181940E-2,-9.477110952E-2,-1.196826547E-1
4.284146875E0,2.678102627E-2,-9.372135997E-2,-1.550586522E-1
4.303556055E0,2.046611160E-2,-8.699254692E-2,-1.972148865E-1
4.314084619E0,1.688088849E-2,-8.181072026E-2,-1.978367120E-1
4.333798975E0,9.834671393E-3,-6.988231838E-2,-1.883064508E-1
4.343869775E0,7.336607203E-3,-6.409674883E-2,-1.791278571E-1
4.353910059E0,5.851454102E-3,-5.655210465E-2,-1.747792065E-1
4.364072412E0,3.428831464E-3,-5.207284912E-2,-1.801312566E-1
4.374082178E0,2.010807162E-3,-4.672174528E-2,-1.922751814E-1
4.384122461E0,6.472346140E-4,-4.158927873E-2,-2.034015656E-1
4.394223779E0,-1.645857701E-3,-3.759717569E-2,-2.125494182E-1
4.404294580E0,-5.806874484E-3,-3.291393444E-2,-2.196971029E-1
4.414365381E0,-7.933651097E-3,-2.449983172E-2,-2.277816981E-1
4.424405664E0,-1.089980081E-2,-1.824716292E-2,-2.319258153E-1
4.434476465E0,-1.272158604E-2,-8.273192681E-3,-2.214345485E-1
4.444547266E0,-1.434905175E-2,4.487984814E-3,-2.002018243E-1
4.454618066E0,-1.481609698E-2,1.416049805E-2,-1.828164160E-1
4.464719385E0,-1.520525850E-2,2.052342147E-2,-1.867585480E-1
4.474790186E0,-1.551373117E-2,2.746161819E-2,-1.974335164E-1
4.484860986E0,-1.669067331E-2,3.398675472E-2,-2.080253661E-1
4.495206445E0,-1.677182876E-2,4.007648304E-2,-2.156111598E-1
4.515073389E0,-1.768191718E-2,5.302460492E-2,-2.159619927E-1
4.525144190E0,-1.757488586E-2,6.190102547E-2,-2.067966610E-1
4.535245508E0,-1.757488586E-2,6.190102547E-2,-2.067966610E-1
4.545316309E0,-1.425573602E-2,8.148993552E-2,-1.833966821E-1
4.555356592E0,-1.205289364E-2,9.029122442E-2,-1.779257655E-1
4.565427393E0,-9.825267829E-3,9.485548735E-2,-1.743394583E-1
4.575498193E0,-7.603668608E-3,9.619599581E-2,-1.765374541E-1
4.585630029E0,-5.390122999E-3,9.526283294E-2,-1.845156401E-1
4.595853418E0,-3.202036954E-3,9.501095116E-2,-1.924472600E-1
4.605985254E0,-2.014288446E-3,9.447307885E-2,-1.954674423E-1
4.616178125E0,-1.836334006E-3,9.370504320E-2,-1.974792480E-1
4.626370996E0,-7.275608950E-4,9.467976540E-2,-1.975149959E-1
4.645993799E0,2.332787961E-3,9.697047621E-2,-1.955480725E-1
4.656064600E0,3.294625320E-3,9.931697696E-2,-1.955040246E-1
4.666135400E0,3.225885564E-3,1.044041291E-1,-1.925179213E-1
4.677182764E0,3.098901361E-3,1.112721860E-1,-1.904836893E-1
4.687375635E0,2.920583123E-3,1.179568321E-1,-1.855049133E-1
4.706479639E0,4.588886804E-4,1.288889945E-1,-1.891103536E-1
4.716489404E0,2.070454415E-3,1.341135353E-1,-2.006133199E-1
4.726590723E0,3.632868640E-3,1.391792893E-1,-2.140408009E-1
4.736753076E0,5.147481803E-3,1.440616250E-1,-2.167459130E-1
4.746945947E0,5.639051553E-3,1.507047117E-1,-2.087261677E-1
4.757108301E0,4.134985618E-3,1.571704000E-1,-2.006864697E-1
4.767301172E0,2.586132847E-3,1.615063697E-1,-1.965157390E-1
4.786985010E0,3.282155376E-3,1.716630161E-1,-2.056353241E-1
4.797055811E0,3.592185909E-3,1.765270680E-1,-2.004437298E-1
4.807126611E0,9.638116462E-4,1.802785099E-1,-1.903706193E-1
4.817197412E0,-7.036085008E-4,1.829084754E-1,-1.929310858E-1
4.827268213E0,5.427480792E-4,1.882792413E-1,-2.100621164E-1
4.837339014E0,1.789935981E-3,1.963508427E-1,-2.271648347E-1
4.847409815E0,3.039773554E-3,2.061253935E-1,-2.257524282E-1
4.857755273E0,2.347128233E-3,2.156181335E-1,-2.155471593E-1
4.877622217E0,9.691633168E-4,2.220340520E-1,-1.775092781E-1
4.887662500E0,3.208739450E-3,2.189837396E-1,-1.808154434E-1
4.897763818E0,6.429377012E-3,2.166461498E-1,-1.996564716E-1
4.907834619E0,8.685631678E-3,2.160335779E-1,-2.291758209E-1
4.917905420E0,9.973606095E-3,2.161950618E-1,-2.489470989E-1
4.927945703E0,1.126495842E-2,2.181355804E-1,-2.541104257E-1
4.938016504E0,1.061834674E-2,2.189590037E-1,-2.436998188E-1
4.948117822E0,6.088120397E-3,2.215888798E-1,-2.293877900E-1
4.958188623E0,4.478892777E-3,2.279714346E-1,-2.238229513E-1
4.968228906E0,8.705115877E-3,2.371031940E-1,-2.270035595E-1
4.978299707E0,1.292266138E-2,2.470317483E-1,-2.272546291E-1
4.988401025E0,1.615878381E-2,2.557865679E-1,-2.226250172E-1
4.998441309E0,1.937744580E-2,2.623782158E-1,-2.247922719E-1
5.008512109E0,2.257361077E-2,2.648602128E-1,-2.444563061E-1
5.018582910E0,2.574525401E-2,2.681002915E-1,-2.699437439E-1
5.028684229E0,2.889865823E-2,2.750067115E-1,-2.837436795E-1
5.039029688E0,3.009430505E-2,2.875241041E-1,-2.839099169E-1
5.058896631E0,2.661886811E-2,3.088380098E-1,-2.355428934E-1
5.068936914E0,2.678809501E-2,3.156901598E-1,-2.191185057E-1
5.079068750E0,2.982682735E-2,3.203471899E-1,-2.094951421E-1
5.089200586E0,3.183088079E-2,3.208943009E-1,-2.115435004E-1
5.099393457E0,3.668287769E-2,3.173677325E-1,-2.252661139E-1
5.109555811E0,4.145216569E-2,3.098171949E-1,-2.458113581E-1
5.119748682E0,4.515486211E-2,3.002087772E-1,-2.634511292E-1
5.139432520E0,4.736357927E-2,2.827148139E-1,-2.754445672E-1
5.149533838E0,4.489481822E-2,2.768177390E-1,-2.600743175E-1
5.159604639E0,4.135552421E-2,2.738192677E-1,-2.330580801E-1
5.169675440E0,3.967563435E-2,2.737066150E-1,-2.109308243E-1
5.179746240E0,3.889179975E-2,2.725760639E-1,-1.995259672E-1
5.189786523E0,3.804063424E-2,2.723756135E-1,-1.998202503E-1
5.199887842E0,3.810521588E-2,2.721295059E-1,-2.088916153E-1
5.209958643E0,3.714852408E-2,2.728175819E-1,-2.238221020E-1
5.220853418E0,3.615649790E-2,2.734811008E-1,-2.436399460E-1
5.240506738E0,3.217509761E-2,2.719823122E-1,-2.755767703E-1
5.250547022E0,3.019073792E-2,2.727820873E-1,-2.750497162E-1
5.260709375E0,2.531146258E-2,2.755760550E-1,-2.599554360E-1
5.270902246E0,2.144213393E-2,2.774516046E-1,-2.371041179E-1
5.290525049E0,1.675717905E-2,2.833723426E-1,-2.187219560E-1
5.300595850E0,1.594980992E-2,2.825960815E-1,-2.270842046E-1
5.310666650E0,1.714051887E-2,2.838943303E-1,-2.461796254E-1
5.320767969E0,1.838105731E-2,2.862696648E-1,-2.633563578E-1
5.330808252E0,1.870433800E-2,2.897121310E-1,-2.698572874E-1
5.340879053E0,1.810874790E-2,2.951786220E-1,-2.676260173E-1
5.350949854E0,1.756937802E-2,3.006594181E-1,-2.586020529E-1
5.361051172E0,1.708258875E-2,3.061077893E-1,-2.515366673E-1
5.371091455E0,1.762429625E-2,3.134303093E-1,-2.464281917E-1
5.381162256E0,1.918026805E-2,3.225381970E-1,-2.393761128E-1
5.391233057E0,1.979913376E-2,3.304807246E-1,-2.381632030E-1
5.401578516E0,2.141761035E-2,3.352725208E-1,-2.350058705E-1
5.421445459E0,2.669659629E-2,3.431526423E-1,-2.471763790E-1
5.431516260E0,2.938549966E-2,3.443258405E-1,-2.527811527E-1
5.441587061E0,3.015597910E-2,3.433633149E-1,-2.506080866E-1
5.451657861E0,2.900870331E-2,3.422411680E-1,-2.484466285E-1
5.461728662E0,2.885579318E-2,3.400230408E-1,-2.463018447E-1
5.471829981E0,2.677899972E-2,3.357456326E-1,-2.441719919E-1
5.481870264E0,2.471644431E-2,3.304180801E-1,-2.362237573E-1
5.491941065E0,2.460780181E-2,3.250185251E-1,-2.331619859E-1
5.502042383E0,2.645114809E-2,3.195820451E-1,-2.359602153E-1
5.512082666E0,3.023983911E-2,3.131565750E-1,-2.426764667E-1
5.522153467E0,3.498922288E-2,3.067520559E-1,-2.494217753E-1
5.532224268E0,3.874647617E-2,3.003996313E-1,-2.542525828E-1
5.542264551E0,4.149144143E-2,2.960601151E-1,-2.454971075E-1
5.552365869E0,4.028836638E-2,2.917933464E-1,-2.299664021E-1
5.562406152E0,3.804317862E-2,2.905409634E-1,-2.057159692E-1
5.572507471E0,3.474574909E-2,2.913221419E-1,-1.980403960E-1
5.582852930E0,2.942171693E-2,2.941328585E-1,-2.079123110E-1
5.602964014E0,3.022310697E-2,3.047899306E-1,-2.180319726E-1
5.613156885E0,3.151222691E-2,3.048466444E-1,-2.056253403E-1
5.623349756E0,3.081942350E-2,3.010976017E-1,-1.951981038E-1
5.643003076E0,3.325721622E-2,2.901120186E-1,-2.143259495E-1
5.653073877E0,3.445837274E-2,2.868189514E-1,-2.331802845E-1
5.663144678E0,3.565791622E-2,2.846842408E-1,-2.433107346E-1
5.673184961E0,3.491663560E-2,2.827425003E-1,-2.398491353E-1
5.683286279E0,3.224082664E-2,2.809819281E-1,-2.198774964E-1
5.693357080E0,2.957706712E-2,2.793961763E-1,-1.950667500E-1
5.703427881E0,2.887434140E-2,2.760384977E-1,-1.858507395E-1
5.713498682E0,3.110337257E-2,2.757444382E-1,-2.009790987E-1
5.723630518E0,3.528335318E-2,2.765479684E-1,-2.209956348E-1
5.733792871E0,3.946255147E-2,2.764722705E-1,-2.351987213E-1
5.743955225E0,4.459901899E-2,2.755078971E-1,-2.328843176E-1
5.754026025E0,4.776416719E-2,2.736192346E-1,-2.237838805E-1
5.764890283E0,4.895310849E-2,2.727665901E-1,-2.224870026E-1
5.784055322E0,4.926994815E-2,2.808023989E-1,-2.287160903E-1
5.794095606E0,4.840963706E-2,2.886595130E-1,-2.187277973E-1
5.804135889E0,4.752194136E-2,2.935264707E-1,-2.029202282E-1
5.814206690E0,4.952074587E-2,2.992874682E-1,-1.919991821E-1
5.824277490E0,4.952074587E-2,2.992874682E-1,-1.919991821E-1
5.834348291E0,5.145705119E-2,3.019019663E-1,-1.887021661E-1
5.844419092E0,5.333115160E-2,3.017336130E-1,-2.002209276E-1
5.854489893E0,5.612719432E-2,2.996378839E-1,-2.185756415E-1
5.864560693E0,5.789115280E-2,2.956281006E-1,-2.330622375E-1
5.874600977E0,5.861190706E-2,2.926189303E-1,-2.310329825E-1
5.884702295E0,5.634983256E-2,2.906062603E-1,-2.173561156E-1
5.894773096E0,5.013946071E-2,2.885995507E-1,-1.998110861E-1
5.904843897E0,4.583722353E-2,2.856420279E-1,-1.861791164E-1
5.914884180E0,4.248648137E-2,2.856184542E-1,-1.793789119E-1
5.924985498E0,4.010131955E-2,2.865625918E-1,-1.794080138E-1
5.935056299E0,3.868656978E-2,2.874969542E-1,-1.872407049E-1
5.945432275E0,3.922038153E-2,2.874445319E-1,-1.989831030E-1
5.965268701E0,4.031377286E-2,2.853298187E-1,-2.157150656E-1
5.975339502E0,3.796996921E-2,2.823277414E-1,-2.197295278E-1
5.985410303E0,3.759774566E-2,2.822389007E-1,-2.208418250E-1
5.995481104E0,3.726116568E-2,2.831217945E-1,-2.132169753E-1
6.005551904E0,3.696843609E-2,2.830155790E-1,-2.046335787E-1
6.015622705E0,3.477847949E-2,2.809669375E-1,-1.960668415E-1
6.025724023E0,3.263793513E-2,2.799180746E-1,-1.952995360E-1
6.035764307E0,3.152126446E-2,2.779587507E-1,-2.023274899E-1
6.045865625E0,3.337064013E-2,2.760674655E-1,-2.122883648E-1
6.055905908E0,3.526578844E-2,2.733208835E-1,-2.154548913E-1
6.065976709E0,3.622918576E-2,2.707056403E-1,-2.166902125E-1
6.076108545E0,3.625859320E-2,2.672480345E-1,-2.169637233E-1
6.086270898E0,3.632603586E-2,2.639216185E-1,-2.182231694E-1
6.096433252E0,3.546125442E-2,2.626677155E-1,-2.156028599E-1
6.106595606E0,3.560258076E-2,2.605449259E-1,-2.159137726E-1
6.116818994E0,3.675463051E-2,2.585232258E-1,-2.162371576E-1
6.127133936E0,3.793713450E-2,2.565896809E-1,-2.175448090E-1
6.146543115E0,3.844403103E-2,2.442632914E-1,-2.182497680E-1
6.156583398E0,3.872938082E-2,2.358485162E-1,-2.176462412E-1
6.166654199E0,3.707801923E-2,2.266467214E-1,-2.170535028E-1
6.176755518E0,3.639820591E-2,2.176548839E-1,-2.086854279E-1
6.186795801E0,3.571335226E-2,2.079263628E-1,-2.042170912E-1
6.196805566E0,3.501966968E-2,1.984615773E-1,-2.055920959E-1
6.206937402E0,3.334606439E-2,1.902346462E-1,-2.069737613E-1
6.217038721E0,3.360486403E-2,1.822748184E-1,-2.093330324E-1
6.227201074E0,3.288047388E-2,1.746166050E-1,-2.175315171E-1
6.237393945E0,3.214636818E-2,1.672384143E-1,-2.247598469E-1
6.247556299E0,3.141069785E-2,1.582335085E-1,-2.232318670E-1
6.257718652E0,3.262068704E-2,1.505230367E-1,-2.197544724E-1
6.277433008E0,3.503379971E-2,1.390486360E-1,-2.196031511E-1
6.287503809E0,3.331130743E-2,1.372040212E-1,-2.161157876E-1
6.297605127E0,3.061995842E-2,1.356838793E-1,-2.106772810E-1
6.308591455E0,2.697015367E-2,1.354260892E-1,-2.071774155E-1
6.327817529E0,2.169864811E-2,1.337783635E-1,-2.089132071E-1
6.337857813E0,2.106248029E-2,1.323509514E-1,-2.083096802E-1
6.347959131E0,1.950136572E-2,1.331270784E-1,-1.989406943E-1
6.358029932E0,1.701431535E-2,1.321895421E-1,-1.954001039E-1
6.368070215E0,1.554568484E-2,1.305333525E-1,-1.996315271E-1
6.378171533E0,1.411893126E-2,1.290993840E-1,-2.116366327E-1
6.388211816E0,1.565157436E-2,1.259084046E-1,-2.168232352E-1
6.398313135E0,1.624908671E-2,1.209905744E-1,-2.161623240E-1
6.408353418E0,1.590600982E-2,1.162548587E-1,-2.145204693E-1
6.418424219E0,1.364830043E-2,1.107188836E-1,-2.060617805E-1
6.428495020E0,1.142649353E-2,1.053745374E-1,-1.937008947E-1
6.438565820E0,1.021780632E-2,1.011559069E-1,-1.871708781E-1
6.448636621E0,1.196934655E-2,9.802525491E-2,-1.903623194E-1
6.458707422E0,1.473961584E-2,9.797293693E-2,-1.954898983E-1
6.468778223E0,1.949492283E-2,9.997324646E-2,-2.015851289E-1
6.478879541E0,2.233460732E-2,1.010682508E-1,-2.067035735E-1
6.489194482E0,2.422185987E-2,1.031710729E-1,-2.118211687E-1
6.509091943E0,2.705941536E-2,1.074480563E-1,-2.259461284E-1
6.519132227E0,2.800213173E-2,1.105336100E-1,-2.242569029E-1
6.529233545E0,2.992030047E-2,1.145723239E-1,-2.138155252E-1
6.539273828E0,2.989276312E-2,1.166549399E-1,-2.072680295E-1
6.549344629E0,2.986366488E-2,1.196847260E-1,-2.016965300E-1
6.559445947E0,3.080773354E-2,1.217198074E-1,-2.000222504E-1
6.569516748E0,3.369080275E-2,1.227530241E-1,-2.061332911E-1
6.579618066E0,3.460925817E-2,1.218452230E-1,-2.141945958E-1
6.589810938E0,3.645966947E-2,1.170671657E-1,-2.144780755E-1
6.599973291E0,3.824711218E-2,1.152807549E-1,-2.206015736E-1
6.610166162E0,3.800353408E-2,1.125769392E-1,-2.208925486E-1
6.620359033E0,3.571719676E-2,1.089928076E-1,-2.114603817E-1
6.640012354E0,2.796726674E-2,9.908612818E-2,-1.955297887E-1
6.650083154E0,2.450487390E-2,9.279474616E-2,-2.055654973E-1
6.660153955E0,2.199428529E-2,8.752931654E-2,-2.175464779E-1
6.671231836E0,2.045270801E-2,8.136820048E-2,-2.207703292E-1
6.690396875E0,1.834692247E-2,6.530699879E-2,-2.155363560E-1
6.700437158E0,1.489050034E-2,5.647546425E-2,-2.138828486E-1
6.710507959E0,1.049936377E-2,4.975533485E-2,-2.180552334E-1
6.720639795E0,8.098927327E-3,4.416699335E-2,-2.241604626E-1
6.730802148E0,8.668953553E-3,3.974166885E-2,-2.224670649E-1
6.740964502E0,1.025874913E-2,3.646590561E-2,-2.178415954E-1
6.751126856E0,1.091460884E-2,3.432816640E-2,-2.190395296E-1
6.761350244E0,1.063663606E-2,2.953046188E-2,-2.134090066E-1
6.781034082E0,8.301925845E-3,1.482420228E-2,-2.157117575E-1
6.791074365E0,1.017504558E-2,6.908321287E-3,-2.216905951E-1
6.801145166E0,1.309775934E-2,-7.851817645E-4,-2.276486754E-1
6.811215967E0,1.510986499E-2,-7.284701336E-3,-2.238595188E-1
6.821317285E0,1.522858813E-2,-1.656145416E-2,-2.210288793E-1
6.831357568E0,1.538705826E-2,-2.645281143E-2,-2.201194167E-1
6.841428369E0,1.653479971E-2,-3.581212461E-2,-2.269553542E-1
6.851804346E0,1.848050393E-2,-4.456810281E-2,-2.337646931E-1
6.871640772E0,2.066079713E-2,-6.524137408E-2,-2.570474744E-1
6.881742090E0,2.092042938E-2,-8.055277914E-2,-2.647280395E-1
6.891782373E0,1.923238114E-2,-9.933245927E-2,-2.704358697E-1
6.901883691E0,1.657740586E-2,-1.214859933E-1,-2.712430954E-1
6.911923975E0,1.391536277E-2,-1.460981071E-1,-2.710502446E-1
6.921994775E0,1.125555299E-2,-1.749610156E-1,-2.669260800E-1
6.932065576E0,9.564389475E-3,-2.051493973E-1,-2.608174980E-1
6.942136377E0,8.838178590E-3,-2.356100231E-1,-2.507751584E-1
6.952207178E0,1.004499570E-2,-2.662506402E-1,-2.387401611E-1
6.962277979E0,9.288443252E-3,-2.950684428E-1,-2.276279032E-1
6.972348779E0,8.509756066E-3,-3.210173547E-1,-2.164641023E-1
6.982419580E0,9.661134332E-3,-3.459953368E-1,-2.110846192E-1
6.992459863E0,8.852051571E-3,-3.709448874E-1,-2.105159909E-1
7.002561182E0,8.032213897E-3,-3.958486915E-1,-2.069779038E-1
7.012601465E0,8.173798211E-3,-4.177695513E-1,-1.975548863E-1
7.022702783E0,1.316707022E-2,-4.376654625E-1,-1.764102727E-1
7.033048242E0,1.231392752E-2,-4.565376341E-1,-1.571702063E-1
7.052915186E0,1.057906635E-2,-4.873391986E-1,-1.487447619E-1
7.062985986E0,1.065835450E-2,-4.944454730E-1,-1.615171582E-1
7.073178857E0,1.071976777E-2,-4.986814857E-1,-1.762198955E-1
7.083341211E0,1.076471154E-2,-5.020297766E-1,-1.695069820E-1
7.093503565E0,9.823448956E-3,-5.074406266E-1,-1.637633890E-1
7.103696436E0,5.950692575E-3,-5.158964992E-1,-1.434268057E-1
7.123410791E0,-4.737900570E-3,-5.381147265E-1,-1.202928424E-1
7.133481592E0,-4.728911910E-3,-5.489921570E-1,-1.447452903E-1
7.143521875E0,-2.761437325E-3,-5.610370040E-1,-1.682467014E-1
7.153623193E0,2.150832675E-3,-5.752449632E-1,-1.908045709E-1
7.163693994E0,5.146078765E-3,-5.887283087E-1,-1.958831102E-1
7.173764795E0,3.953446576E-4,-6.005640030E-1,-1.864093840E-1
7.183835596E0,-6.260463037E-3,-6.098317504E-1,-1.701712012E-1
7.193906397E0,-8.013457991E-3,-6.175678372E-1,-1.539862454E-1
7.204038232E0,-1.069804933E-2,-6.238227487E-1,-1.427226961E-1
7.214871973E0,-1.625163108E-2,-6.257521510E-1,-1.324957907E-1
7.234525293E0,-2.137484774E-2,-6.159676313E-1,-1.132207960E-1
7.244687647E0,-1.996924169E-2,-6.063914299E-1,-1.236372441E-1
7.264402002E0,-7.267036010E-3,-5.831738114E-1,-1.855581105E-1
7.274472803E0,-1.801314647E-3,-5.706310272E-1,-2.107961625E-1
7.284543604E0,1.757774269E-3,-5.552777052E-1,-2.176271230E-1
7.294614404E0,1.461824286E-3,-5.400974751E-1,-1.885367334E-1
7.304685205E0,-2.695399337E-3,-5.290059447E-1,-1.536853015E-1
7.314725488E0,-7.781987078E-3,-5.171347857E-1,-1.383624077E-1
7.324826807E0,-1.089938451E-2,-5.044897199E-1,-1.289493740E-1
7.334897607E0,-1.202831790E-2,-4.910964966E-1,-1.371179223E-1
7.344968408E0,-7.283194922E-3,-4.779753089E-1,-1.570247114E-1
7.355039209E0,-1.543033984E-3,-4.661478698E-1,-1.760237068E-1
7.365079492E0,3.233315190E-3,-4.585676789E-1,-1.980038136E-1
7.375180811E0,4.114410840E-3,-4.571832120E-1,-1.957201660E-1
7.385251611E0,4.011586774E-3,-4.590888023E-1,-1.750103235E-1
7.395627588E0,9.737355867E-4,-4.584445059E-1,-1.562989801E-1
7.415464014E0,-1.191754453E-2,-4.505863488E-1,-1.394530982E-1
7.425534815E0,-1.592887193E-2,-4.424647987E-1,-1.383906752E-1
7.435605615E0,-1.993229985E-2,-4.319194257E-1,-1.363905221E-1
7.445676416E0,-2.296558022E-2,-4.180319905E-1,-1.373390555E-1
7.455747217E0,-2.403408661E-2,-4.047218859E-1,-1.460936815E-1
7.465818018E0,-2.702236921E-2,-3.910326362E-1,-1.548666060E-1
7.475888818E0,-2.899732627E-2,-3.798846900E-1,-1.578144729E-1
7.485959619E0,-2.995734476E-2,-3.712447584E-1,-1.617457867E-1
7.496030420E0,-3.086571768E-2,-3.602328897E-1,-1.647135913E-1
7.506101221E0,-3.268017620E-2,-3.487736285E-1,-1.667104363E-1
7.516172022E0,-3.246772289E-2,-3.368427157E-1,-1.599534601E-1
7.526242822E0,-3.216133267E-2,-3.244423866E-1,-1.522213519E-1
7.536313623E0,-3.078393638E-2,-3.115486503E-1,-1.483756602E-1
7.546384424E0,-2.737557702E-2,-2.991289496E-1,-1.600914598E-1
7.556485742E0,-2.196503431E-2,-2.891191840E-1,-1.766654849E-1
7.566678613E0,-1.846299507E-2,-2.805157602E-1,-1.805893183E-1
7.576993555E0,-1.591037400E-2,-2.732929885E-1,-1.825645268E-1
7.587003320E0,-1.432863250E-2,-2.664578259E-1,-1.767552644E-1
7.597196191E0,-1.177762263E-2,-2.590160072E-1,-1.728879660E-1
7.616880029E0,-2.821604023E-3,-2.413808852E-1,-1.748723239E-1
7.626920313E0,3.573273309E-3,-2.322250009E-1,-1.787687242E-1
7.636991113E0,8.967708796E-3,-2.225776315E-1,-1.797297299E-1
7.647092432E0,1.527955756E-2,-2.144292444E-1,-1.738622785E-1
7.657163232E0,2.151492611E-2,-2.077676505E-1,-1.650569290E-1
7.667203516E0,2.376026846E-2,-2.026085258E-1,-1.630393118E-1
7.677304834E0,2.589582652E-2,-1.950189620E-1,-1.648973078E-1
7.687345117E0,2.888624184E-2,-1.879113764E-1,-1.745181829E-1
7.697476953E0,3.176094592E-2,-1.822125763E-1,-1.831489503E-1
7.707639307E0,3.453215212E-2,-1.749794632E-1,-1.859255433E-1
7.717832178E0,3.819390759E-2,-1.710740179E-1,-1.847933084E-1
7.727994531E0,4.270859808E-2,-1.675587893E-1,-1.836419255E-1
7.738187402E0,4.704169556E-2,-1.634546667E-1,-1.834523678E-1
7.758634180E0,4.909131676E-2,-1.582518518E-1,-1.850027889E-1
7.778012842E0,4.709911346E-2,-1.503893286E-1,-1.816874892E-1
7.788083643E0,4.625979066E-2,-1.468638033E-1,-1.795393676E-1
7.798154443E0,4.624248669E-2,-1.435525417E-1,-1.783613861E-1
7.808225244E0,4.417458177E-2,-1.404379159E-1,-1.791236848E-1
7.818296045E0,4.106528684E-2,-1.365468204E-1,-1.789033860E-1
7.828366846E0,3.888291493E-2,-1.347871125E-1,-1.747817099E-1
7.838407129E0,3.763708100E-2,-1.351289898E-1,-1.706517041E-1
7.848508447E0,3.734616935E-2,-1.356654018E-1,-1.713741273E-1
7.858548731E0,3.800353408E-2,-1.372942775E-1,-1.730625480E-1
7.868619531E0,3.961686790E-2,-1.371094137E-1,-1.747418046E-1
7.878690332E0,3.926704079E-2,-1.370367706E-1,-1.705793887E-1
7.888761133E0,3.599740565E-2,-1.360941529E-1,-1.664094925E-1
7.898831934E0,3.274699673E-2,-1.371702999E-1,-1.583448499E-1
7.908902734E0,3.244870901E-2,-1.392852813E-1,-1.541633010E-1
7.918973535E0,3.219011426E-2,-1.414483786E-1,-1.597073823E-1
7.929074854E0,3.391614184E-2,-1.407236755E-1,-1.691395491E-1
7.939420313E0,3.567796946E-2,-1.409861743E-1,-1.678692847E-1
7.959256738E0,3.249811754E-2,-1.405556500E-1,-1.585185975E-1
7.969358057E0,2.853921801E-2,-1.379154772E-1,-1.708686948E-1
7.979428857E0,2.560948767E-2,-1.323772222E-1,-1.841872782E-1
7.989469141E0,2.371932752E-2,-1.269051582E-1,-1.799849421E-1
7.999570459E0,1.995110884E-2,-1.166494787E-1,-1.670155227E-1
8.009610742E0,1.625547744E-2,-1.065239981E-1,-1.433287263E-1
8.019712061E0,1.359109487E-2,-9.942598641E-2,-1.361669004E-1
8.029782861E0,1.293128729E-2,-9.634833038E-2,-1.426104605E-1
8.039853662E0,1.330023725E-2,-9.338238835E-2,-1.675226241E-1
8.049924463E0,1.859060302E-2,-9.248924255E-2,-1.933924854E-1
8.060086816E0,2.199101262E-2,-9.266485274E-2,-2.143841386E-1
8.070249170E0,2.253126539E-2,-9.586066008E-2,-2.275805175E-1
8.080411523E0,2.117896825E-2,-9.914623946E-2,-2.281167209E-1
8.090604395E0,1.792767644E-2,-1.015265137E-1,-2.189156711E-1
8.100797266E0,1.568705961E-2,-1.000804380E-1,-2.145695090E-1
8.121244043E0,1.716228947E-2,-9.262235463E-2,-2.155687809E-1
8.140561670E0,2.656587027E-2,-8.668558300E-2,-1.980162710E-1
8.150632471E0,3.130122647E-2,-8.881002665E-2,-2.062397003E-1
8.160703272E0,3.410080075E-2,-9.204209596E-2,-2.212574780E-1
8.170774072E0,3.689751774E-2,-9.442786872E-2,-2.245860994E-1
8.180844873E0,3.967641294E-2,-9.691861272E-2,-2.220696956E-1
8.190915674E0,3.950333968E-2,-9.852846712E-2,-2.039784938E-1
8.201078027E0,3.733661026E-2,-9.826389700E-2,-1.897779107E-1
8.211209863E0,3.705271333E-2,-9.514249861E-2,-1.784935594E-1
8.221402734E0,3.669716790E-2,-8.916416019E-2,-1.662349105E-1
8.231565088E0,3.627184406E-2,-8.228769153E-2,-1.559198946E-1
8.241727441E0,3.869451955E-2,-7.839129865E-2,-1.465775222E-1
8.261411279E0,4.330211133E-2,-7.749679685E-2,-1.531989872E-1
8.271482080E0,4.645567015E-2,-7.856452465E-2,-1.701354682E-1
